name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,70,85,70,85,72,85,-1.2738853503184715,70,80,3.333333333333333,2025-12-26
চাল (মাঝারী)পাইজাম/আটাশ,প্রতি কেজি,58,68,58,68,58,70,-1.5625,56,63,5.88235294117647,2025-12-26
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,54,60,54,60,54,60,0.0,50,55,8.571428571428571,2025-12-26
আটা সাদা (খোলা),প্রতি কেজি,45,50,45,50,45,50,0.0,40,45,11.76470588235294,2025-12-26
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,62,55,62,55,62,0.0,50,55,11.428571428571429,2025-12-26
ময়দা (খোলা),প্রতি কেজি,55,65,55,65,55,65,0.0,55,60,4.3478260869565215,2025-12-26
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,65,75,65,75,65,75,0.0,65,75,0.0,2025-12-26
সয়াবিন তেল (লুজ),প্রতি লিটার,172,185,170,180,170,180,2.0,163,165,8.841463414634147,2025-12-26
সয়াবিন তেল (বোতল),৫ লিটার,920,965,920,965,900,925,3.287671232876712,840,850,11.538461538461538,2025-12-26
সয়াবিন তেল (বোতল),2 লিটার,378,395,378,395,375,385,1.710526315789474,335,350,12.846715328467154,2025-12-26
সয়াবিন তেল (বোতল),১ লিটার,189,198,189,198,189,192,1.574803149606299,168,175,12.82798833819242,2025-12-26
পাম অয়েল (লুজ),প্রতি লিটার,152,162,150,162,150,162,0.641025641025641,155,157,0.641025641025641,2025-12-26
সুপার পাম অয়েল (লুজ),প্রতি লিটার,155,165,155,165,155,165,0.0,159,161,0.0,2025-12-26
রাইস ব্রান তেল (বোতল),৫ লিটার,1030,1080,1030,1080,1030,1080,0.0,980,1030,4.975124378109453,2025-12-26
মশুর ডাল (বড় দানা),প্রতি কেজি,90,100,90,100,90,110,-5.0,105,110,-11.627906976744184,2025-12-26
মশুর ডাল (মাঝারী দানা),প্রতি কেজি,115,140,115,140,125,140,-3.7735849056603774,110,120,10.869565217391305,2025-12-26
মশুর ডাল (ছোট দানা),প্রতি কেজি,150,165,150,160,150,160,1.6129032258064515,130,135,18.867924528301888,2025-12-26
মুগ ডাল (মানভেদে),প্রতি কেজি,140,180,140,180,130,180,3.225806451612903,150,180,-3.0303030303030303,2025-12-26
এ্যাংকর ডাল,প্রতি কেজি,50,75,50,75,60,75,-7.4074074074074066,70,80,-16.666666666666664,2025-12-26
ছোলা (মানভেদে),প্রতি কেজি,90,100,90,110,100,110,-9.523809523809524,125,135,-26.923076923076923,2025-12-26
আলু (নতুন/পুরাতন),প্রতি কেজি,20,30,20,40,20,25,11.11111111111111,50,70,-58.333333333333336,2025-12-26
পিঁয়াজ (দেশী)(নতুন/পুরাতন),প্রতি কেজি,60,140,80,120,100,120,-9.090909090909092,50,110,25.0,2025-12-26
পিঁয়াজ (আমদানি),প্রতি কেজি,100,110,100,110,0,0,,50,85,55.55555555555556,2025-12-26
রসুন (দেশী),প্রতি কেজি,80,140,80,140,80,140,0.0,230,280,-56.86274509803921,2025-12-26
রসুন (আমদানি),প্রতি কেজি,160,200,160,200,160,200,0.0,220,240,-21.73913043478261,2025-12-26
শুকনা মরিচ (দেশী),প্রতি কেজি,200,320,200,320,200,320,0.0,250,320,-8.771929824561402,2025-12-26
শুকনা মরিচ (আমদানি),প্রতি কেজি,300,350,300,350,300,350,0.0,350,450,-18.75,2025-12-26
হলুদ (দেশী),প্রতি কেজি,300,400,300,400,300,400,0.0,350,400,-6.666666666666667,2025-12-26
হলুদ (আমদানি),প্রতি কেজি,300,420,300,420,300,420,0.0,280,320,20.0,2025-12-26
আদা (দেশী),প্রতি কেজি,150,200,150,200,140,180,9.375,450,500,-63.1578947368421,2025-12-26
আদা (আমদানি),প্রতি কেজি,150,220,150,220,150,220,0.0,110,260,0.0,2025-12-26
জিরা,প্রতি কেজি,580,750,580,750,600,750,-1.4814814814814816,650,750,-5.0,2025-12-26
দারুচিনি,প্রতি কেজি,480,600,480,600,480,600,0.0,480,550,4.854368932038835,2025-12-26
লবঙ্গ,প্রতি কেজি,1350,1600,1350,1600,1350,1600,0.0,1400,1600,-1.6666666666666667,2025-12-26
এলাচ(ছোট),প্রতি কেজি,4500,5500,4500,5500,4600,5500,-0.99009900990099,3400,4400,28.205128205128204,2025-12-26
ধনে,প্রতি কেজি,180,280,180,280,190,280,-2.127659574468085,230,280,-9.803921568627452,2025-12-26
তেজপাতা,প্রতি কেজি,160,225,160,225,160,225,0.0,160,220,1.3157894736842104,2025-12-26
রুই,প্রতি কেজি,300,450,300,450,300,450,0.0,250,450,7.142857142857142,2025-12-26
ইলিশ,প্রতি কেজি,800,1800,800,1800,800,1800,0.0,700,1600,13.043478260869565,2025-12-26
গরু,প্রতি কেজি,750,800,750,800,750,800,0.0,750,800,0.0,2025-12-26
খাসী,প্রতি কেজি,1000,1200,1000,1200,1000,1200,0.0,950,1150,4.761904761904762,2025-12-26
মুরগী(ব্রয়লার),প্রতি কেজি,150,170,150,170,160,180,-5.88235294117647,185,210,-18.9873417721519,2025-12-26
মুরগী (দেশী),প্রতি কেজি,550,650,550,650,550,650,0.0,480,600,11.11111111111111,2025-12-26
ডানো,১ কেজি,720,860,720,860,720,860,0.0,740,820,1.282051282051282,2025-12-26
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,850,920,850,920,850,920,0.0,800,840,7.926829268292683,2025-12-26
ফ্রেশ,১ কেজি,830,890,830,890,830,890,0.0,775,820,7.836990595611286,2025-12-26
মার্কস,১ কেজি,830,900,830,900,830,900,0.0,780,830,7.453416149068323,2025-12-26
চিনি,প্রতি কেজি,95,100,95,110,95,110,-4.878048780487805,125,130,-23.52941176470588,2025-12-26
খেজুর(সাধারণ মানের),প্রতি কেজি,180,550,180,550,200,550,-2.666666666666667,250,500,-2.666666666666667,2025-12-26
লবণ(প্যাঃ)আয়োডিনযুক্ত,প্রতি কেজি,38,42,38,42,38,42,0.0,38,42,0.0,2025-12-26
ডিম (ফার্ম),প্রতি হালি,36,45,36,45,40,50,-10.0,45,50,-14.736842105263156,2025-12-26
লেখার কাগজ(সাদা),প্রতি দিস্তা,30,40,30,40,30,40,0.0,30,40,0.0,2025-12-26
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,80000,85000,80000,85000,81000,86000,-1.1976047904191618,84000,85000,-2.366863905325444,2025-12-26
