name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,65,76,62,75,60,75,4.444444444444445,60,75,4.444444444444445,2024-03-27
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,54,56,52,56,50,55,4.761904761904762,48,56,5.769230769230769,2024-03-27
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,50,52,48,52,48,50,4.081632653061225,46,50,6.25,2024-03-27
আটা সাদা (খোলা),প্রতি কেজি,45,50,45,50,45,50,0.0,55,58,-15.929203539823009,2024-03-27
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,60,55,60,55,60,0.0,65,67,-12.87878787878788,2024-03-27
ময়দা (খোলা),প্রতি কেজি,60,65,60,65,60,65,0.0,60,65,0.0,2024-03-27
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,70,75,70,75,70,75,0.0,75,78,-5.228758169934641,2024-03-27
সয়াবিন তেল (লুজ),প্রতি লিটার,148,155,148,155,155,158,-3.1948881789137378,170,175,-12.173913043478262,2024-03-27
সয়াবিন তেল (বোতল),৫ লিটার,770,800,780,800,780,830,-2.484472049689441,870,890,-10.795454545454543,2024-03-27
সয়াবিন তেল (বোতল),১ লিটার,160,162,160,163,168,172,-5.294117647058823,180,185,-11.78082191780822,2024-03-27
পাম অয়েল (লুজ),প্রতি লিটার,125,130,125,130,125,130,0.0,125,135,-1.9230769230769231,2024-03-27
পাম অয়েল (সুপার),প্রতি লিটার,130,140,130,140,135,140,-1.818181818181818,0,0,,2024-03-27
মশুর ডাল (বড় দানা),প্রতি কেজি,105,110,105,110,105,110,0.0,95,100,10.256410256410255,2024-03-27
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,115,120,115,120,120,125,-4.081632653061225,110,115,4.444444444444445,2024-03-27
মশুর ডাল (ছোট দানা),প্রতি কেজি,135,140,135,140,135,140,0.0,130,135,3.7735849056603774,2024-03-27
মুগ ডাল (মানভেদে),প্রতি কেজি,170,185,150,170,130,180,14.516129032258066,95,135,54.34782608695652,2024-03-27
এ্যাংকর ডাল,প্রতি কেজি,80,90,80,90,75,80,9.67741935483871,70,75,17.24137931034483,2024-03-27
ছোলা (মানভেদে),প্রতি কেজি,100,110,100,110,95,110,2.4390243902439024,80,90,23.52941176470588,2024-03-27
"আলু (নতুন, মানভেদে)",প্রতি কেজি,38,40,40,45,25,30,41.81818181818181,20,25,73.33333333333333,2024-03-27
পিঁয়াজ (নতুন) (দেশী),প্রতি কেজি,60,70,60,70,110,120,-43.47826086956522,35,45,62.5,2024-03-27
পিঁয়াজ (আমদানি),প্রতি কেজি,75,80,80,100,90,120,-26.190476190476197,40,45,82.35294117647058,2024-03-27
রসুন(দেশী) নতুন,প্রতি কেজি,120,140,100,120,140,250,-33.33333333333333,90,120,23.809523809523807,2024-03-27
রসুন (আমদানি),প্রতি কেজি,190,220,190,220,180,200,7.894736842105263,130,150,46.42857142857143,2024-03-27
শুকনা মরিচ (দেশী),প্রতি কেজি,380,450,380,450,420,450,-4.597701149425287,390,440,0.0,2024-03-27
শুকনা মরিচ (আমদানি),প্রতি কেজি,450,500,450,500,450,500,0.0,420,450,9.195402298850574,2024-03-27
হলুদ (দেশী),প্রতি কেজি,280,300,280,300,280,300,0.0,220,240,26.08695652173913,2024-03-27
হলুদ (আমদানি),প্রতি কেজি,250,290,250,290,270,290,-3.571428571428571,200,230,25.58139534883721,2024-03-27
আদা (দেশী)(নতুন),প্রতি কেজি,240,260,250,280,250,280,-5.660377358490567,220,240,8.695652173913043,2024-03-27
আদা (আমদানি),প্রতি কেজি,190,220,190,240,180,200,7.894736842105263,140,250,5.128205128205128,2024-03-27
জিরা,প্রতি কেজি,800,900,800,900,750,900,3.0303030303030303,600,650,36.0,2024-03-27
দারুচিনি,প্রতি কেজি,500,520,500,550,520,580,-7.272727272727272,450,520,5.154639175257731,2024-03-27
লবঙ্গ,প্রতি কেজি,1700,1900,1700,1900,1750,1850,0.0,1400,1500,24.13793103448276,2024-03-27
এলাচ(ছোট),প্রতি কেজি,2500,3500,2500,3500,2400,3000,11.11111111111111,1800,2600,36.36363636363637,2024-03-27
ধনে,প্রতি কেজি,200,240,230,260,240,260,-12.0,130,170,46.66666666666666,2024-03-27
তেজপাতা,প্রতি কেজি,150,200,180,200,180,200,-7.894736842105263,150,200,0.0,2024-03-27
রুই,প্রতি কেজি,280,350,280,350,300,350,-3.076923076923077,350,450,-21.25,2024-03-27
ইলিশ,প্রতি কেজি,700,1300,650,1300,700,1300,0.0,600,1300,5.263157894736842,2024-03-27
গরু,প্রতি কেজি,750,780,730,780,730,750,3.3783783783783785,720,750,4.081632653061225,2024-03-27
খাসী,প্রতি কেজি,1050,1150,1000,1100,1000,1100,4.761904761904762,1000,1050,7.317073170731707,2024-03-27
মুরগী(ব্রয়লার),প্রতি কেজি,200,210,200,210,185,195,7.894736842105263,200,220,-2.380952380952381,2024-03-27
মুরগী (দেশী),প্রতি কেজি,500,550,500,550,480,520,5.0,450,550,5.0,2024-03-27
ডানো,১ কেজি,800,820,800,820,800,820,0.0,820,850,-2.9940119760479043,2024-03-27
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,790,820,790,820,800,820,-0.6172839506172839,780,820,0.625,2024-03-27
ফ্রেশ,১ কেজি,780,800,780,800,780,800,0.0,790,840,-3.067484662576687,2024-03-27
মার্কস,১ কেজি,790,800,790,800,790,800,0.0,780,820,-0.625,2024-03-27
চিনি,প্রতি কেজি,135,140,135,140,140,145,-3.508771929824561,110,118,20.614035087719294,2024-03-27
খেজুর(সাধারণ মানের),প্রতি কেজি,280,400,280,450,250,450,-2.857142857142857,160,450,11.475409836065571,2024-03-27
লবণ(প্যাঃ)আয়োডিনযুক্ত(মানভেদে),প্রতি কেজি,40,42,40,42,40,42,0.0,38,42,2.5,2024-03-27
ডিম (ফার্ম),প্রতি হালি,40,43,40,45,43,47,-7.777777777777778,45,47,-9.782608695652174,2024-03-27
লেখার কাগজ(সাদা),প্রতি দিস্তা,30,35,30,35,30,35,0.0,25,30,18.181818181818183,2024-03-27
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,92500,99500,92500,99500,92500,99500,0.0,95500,101500,-2.538071065989848,2024-03-27
"এম,এস রড( ৪০ গ্রেড)",প্রতি মেঃটন,85500,90000,85500,90000,87500,90000,-1.1267605633802815,93500,96000,-7.387862796833773,2024-03-27
