name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,72,85,70,85,70,85,1.2903225806451613,70,80,4.666666666666667,2026-06-17
চাল (মাঝারী)পাইজাম/আটাশ,প্রতি কেজি,55,68,54,68,52,68,2.5,55,65,2.5,2026-06-17
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,52,60,50,60,48,60,3.7037037037037033,50,55,6.666666666666667,2026-06-17
আটা সাদা (খোলা),প্রতি কেজি,45,46,45,46,40,46,5.813953488372093,40,45,7.0588235294117645,2026-06-17
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,60,55,60,55,60,0.0,50,55,9.523809523809524,2026-06-17
ময়দা (খোলা),প্রতি কেজি,55,60,55,60,55,60,0.0,50,60,4.545454545454546,2026-06-17
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,60,75,60,75,60,75,0.0,65,70,0.0,2026-06-17
সয়াবিন তেল (লুজ),প্রতি লিটার,186,195,186,195,186,195,0.0,157,168,17.23076923076923,2026-06-17
সয়াবিন তেল (বোতল),৫ লিটার,975,975,975,975,955,975,1.0362694300518136,880,920,8.333333333333332,2026-06-17
সয়াবিন তেল (বোতল),2 লিটার,398,398,398,398,390,398,1.015228426395939,375,378,5.710491367861885,2026-06-17
সয়াবিন তেল (বোতল),১ লিটার,199,199,199,199,195,199,1.015228426395939,188,190,5.291005291005291,2026-06-17
পাম অয়েল (লুজ),প্রতি লিটার,165,170,165,170,165,170,0.0,145,154,12.040133779264217,2026-06-17
সুপার পাম অয়েল (লুজ),প্রতি লিটার,170,175,170,175,170,175,0.0,150,160,11.29032258064516,2026-06-17
রাইস ব্রান তেল (বোতল),৫ লিটার,1030,1140,1030,1140,1030,1140,0.0,1030,1070,3.333333333333333,2026-06-17
মশুর ডাল (বড় দানা),প্রতি কেজি,90,105,90,105,90,105,0.0,100,110,-7.142857142857142,2026-06-17
মশুর ডাল (মাঝারী দানা),প্রতি কেজি,115,120,115,120,115,120,0.0,105,120,4.444444444444445,2026-06-17
মশুর ডাল (ছোট দানা),প্রতি কেজি,150,160,150,160,150,160,0.0,125,135,19.230769230769237,2026-06-17
মুগ ডাল (মানভেদে),প্রতি কেজি,130,170,130,170,130,170,0.0,125,180,-1.639344262295082,2026-06-17
এ্যাংকর ডাল,প্রতি কেজি,60,75,60,75,60,75,0.0,60,80,-3.571428571428571,2026-06-17
ছোলা (মানভেদে),প্রতি কেজি,90,100,90,100,85,100,2.702702702702702,90,110,-5.0,2026-06-17
আলু (নতুন/পুরাতন),প্রতি কেজি,20,25,20,25,20,25,0.0,20,25,0.0,2026-06-17
পিঁয়াজ (দেশী)(নতুন/পুরাতন),প্রতি কেজি,35,45,35,45,40,50,-11.11111111111111,50,60,-27.27272727272727,2026-06-17
পিঁয়াজ (আমদানি),প্রতি কেজি,0,0,0,0,0,0,,0,0,,2026-06-17
রসুন (দেশী),প্রতি কেজি,60,140,60,140,90,140,-13.043478260869565,100,140,-16.666666666666664,2026-06-17
রসুন (আমদানি),প্রতি কেজি,130,220,130,220,160,220,-7.894736842105263,150,220,-5.405405405405405,2026-06-17
শুকনা মরিচ (দেশী),প্রতি কেজি,300,380,300,370,360,380,-8.108108108108109,200,300,36.0,2026-06-17
শুকনা মরিচ (আমদানি),প্রতি কেজি,380,450,380,450,440,460,-7.777777777777778,280,430,16.901408450704224,2026-06-17
হলুদ (দেশী),প্রতি কেজি,320,350,320,350,300,350,3.076923076923077,250,400,3.076923076923077,2026-06-17
হলুদ (আমদানি),প্রতি কেজি,300,400,300,400,250,400,7.6923076923076925,250,420,4.477611940298507,2026-06-17
আদা (দেশী),প্রতি কেজি,140,160,140,150,140,160,0.0,0,0,,2026-06-17
আদা (আমদানি),প্রতি কেজি,130,210,130,250,150,210,-5.555555555555555,110,220,3.0303030303030303,2026-06-17
জিরা,প্রতি কেজি,600,700,600,700,600,700,0.0,610,750,-4.411764705882353,2026-06-17
দারুচিনি,প্রতি কেজি,500,600,500,600,500,600,0.0,500,550,4.761904761904762,2026-06-17
লবঙ্গ,প্রতি কেজি,1400,1600,1400,1600,1400,1600,0.0,1350,1550,3.4482758620689653,2026-06-17
এলাচ(ছোট),প্রতি কেজি,4600,5500,4600,5500,4600,5500,0.0,4400,5200,5.208333333333334,2026-06-17
ধনে,প্রতি কেজি,180,280,180,280,200,280,-4.166666666666666,180,280,0.0,2026-06-17
তেজপাতা,প্রতি কেজি,180,220,180,220,180,220,0.0,140,220,11.11111111111111,2026-06-17
রুই,প্রতি কেজি,300,450,300,450,280,450,2.73972602739726,280,400,10.294117647058822,2026-06-17
ইলিশ,প্রতি কেজি,800,1800,800,1800,800,1800,0.0,600,2200,-7.142857142857142,2026-06-17
গরু,প্রতি কেজি,780,850,780,850,780,800,3.1645569620253164,750,800,5.161290322580645,2026-06-17
খাসী,প্রতি কেজি,1200,1350,1200,1300,1100,1300,6.25,1100,1250,8.51063829787234,2026-06-17
মুরগী(ব্রয়লার),প্রতি কেজি,170,180,160,200,180,200,-7.894736842105263,150,190,2.941176470588235,2026-06-17
মুরগী (দেশী),প্রতি কেজি,600,750,600,750,600,750,0.0,620,680,3.8461538461538463,2026-06-17
ডানো,১ কেজি,720,860,720,860,720,860,-10.734463276836156,720,860,-9.714285714285714,2026-06-17
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,850,920,850,920,850,920,2.9069767441860463,840,910,2.9069767441860463,2026-06-17
ফ্রেশ,১ কেজি,830,890,830,890,830,890,-0.5780346820809248,830,890,-0.5780346820809248,2026-06-17
মার্কস,১ কেজি,830,900,830,900,830,900,,830,900,,2026-06-17
চিনি,প্রতি কেজি,105,110,105,110,105,110,0.0,110,120,-6.521739130434782,2026-06-17
খেজুর(সাধারণ মানের),প্রতি কেজি,350,550,350,550,300,500,12.5,200,550,20.0,2026-06-17
লবণ(প্যাঃ)আয়োডিনযুক্ত,প্রতি কেজি,38,42,38,42,38,42,-63.63636363636363,38,42,0.0,2026-06-17
লেবু,প্রতি হালি,20,30,20,40,20,40,-16.666666666666664,0,0,,2026-06-17
কাঁচামরিচ,প্রতি কেজি,60,120,70,120,70,150,-18.181818181818183,60,120,0.0,2026-06-17
বেগুন,প্রতি কেজি,70,80,70,110,80,110,-21.052631578947366,60,100,-6.25,2026-06-17
শসা,প্রতি কেজি,50,80,50,80,50,100,-13.333333333333334,50,80,0.0,2026-06-17
ডিম (ফার্ম),প্রতি হালি,45,50,45,50,40,50,5.555555555555555,37,45,15.853658536585366,2026-06-17
লেখার কাগজ(সাদা),প্রতি দিস্তা,34,40,34,40,34,40,0.0,30,40,5.714285714285714,2026-06-17
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,88000,92000,85000,90000,85000,90000,2.857142857142857,87500,91000,0.8403361344537815,2026-06-17
"এম,এস রড( ৪০ গ্রেড)",প্রতি মেঃটন,83500,84000,81000,83000,81000,83000,2.1341463414634148,75000,80000,8.064516129032258,2026-06-17
